"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","UI Interaction","1","0","","0"
"0","","0","Shopping Cart","1","0","","0"
"0","","0","Product Search","1","0","","0"
"0","","0","Bottom Menu Navigation","1","0","","0"
"0","","0","Menu Navigation","5","0","","0"
"0","","0","Wishlist","1","0","","0"
